institution,course,type,salary6monthsafter,mediantariff
10007851,Marketing  and  Publishing,BA,30000,0
10007851,Marketing  and  Sociology,BA,30000,0
10007851,Marketing  and  Theatre  Studies,BA,30000,0
10007851,Marketing  and  Zoology,BA/BSc,30000,0
10007851,Mathematics  and  Business  Management,BA/BSc,32000,0
10007851,Mathematics  and  Human  Resource  Management,BA/BSc,32000,0
10007851,Mechanical  and  Manufacturing  Engineering,FdSc,26500,0
10007851,Mechanical  and  Manufacturing  Engineering,BEng,26000,92.352943
10007851,Mechanical  and  Manufacturing  Engineering,BEng,32000,0
10007851,Mechanical  Engineering,BEng,26000,96
10007851,Mechanical  Engineering,BEng,32000,0
10007851,Mechanical  Engineering,MEng,26000,92.352943
10007851,Mechanical  Engineering  with  Industrial  Year,BEng,26000,92.352943
10007851,Media  Studies  and  Education  Studies,BA,21000,0
10007851,Media  Studies  and  Human  Resource  Management,BA,32000,0
10007851,Media  Studies  and  Marketing,BA,30000,0
10007851,Media  Studies  and  Popular  Music  Production,BA,33000,0
10007851,Media  Studies  and  Psychology,BA/BSc,23000,0
10007851,Motorsport  and  Motorcycle  Manufacturing  Engineering,BEng,26000,92.352943
10007851,Motorsport  and  Motorcycle  Manufacturing  Engineering,BEng,32000,0
10007851,Motorsport  Engineering,BEng,26000,96
10007851,Motorsport  Engineering,FDEng,26500,0
10007851,Motorsport  Engineering,BEng,32000,0
10007851,Motorsport  Engineering,MEng,26000,92.352943
10007851,Music  Technology  and  Production,BSc,26000,122
10007851,Nursing  (Adult),BSc,22000,113.30434
10007851,Nursing  (Adult),BSc,22000,113.30434
10007851,Nursing  (Mental  Health),BSc,22000,122
10007851,Occupational  Therapy,BSc,22000,130.5
10007851,Outdoor  Activity  Leadership,FDA,27000,0
10007851,Outdoor  Leadership  and  Management,BA,17000,109.57143
10007851,Performance  Analysis  and  Coaching  Science,BSc,17000,109.57143
10007851,Performance  Analysis  and  Coaching  Science  with  Foundation  Year,BSc,17000,109.57143
10007851,Photography,BA,16000,96
10007851,Photography  and  Popular  Music  Production,BA,33000,0
10007851,Photography  and  Psychology,BA/BSc,23000,0
10007851,Physical  Activity  Nutrition  &  Health  with  Foundation  Year,BSc,17000,109.57143
10007851,Physical  Activity  Nutrition  and  Health,BSc,17000,109.57143
10007851,Policing,BA,21000,103.89474
10007851,Politics  and  Business  Management,BA,32000,0
10007851,Politics  and  International  Relations  &  Diplomacy,BA/BSc,20000,80
10007851,Politics  and  Popular  Music  Production,BA,33000,0
10007851,Popular  Music  in  Society  and  Psychology,BA/BSc,23000,0
10007851,Popular  Music  Production  and  Creative  &  Professional  Writing,BA,33000,0
10007851,Popular  Music  Production  and  Sport  &  Exercise  Studies,BA,33000,0
10007851,Popular  Music  Production  and  Television  Production,BA,33000,0
10007851,Popular  Music  Production  and  Theatre  Studies,BA,33000,0
10007851,Popular  Music  with  Music  Technology,BA,16000,80
10007851,Primary  Education  with  Qualified  Teacher  Status,BEd,22000,119.10526
10007851,Product  Design,BA,18000,76.5
10007851,Product  Design  Engineering,BSc,26000,99.333336
10007851,Product  Design  Engineering,BSc,33000,0
10007851,Professional  Culinary  Arts,FDA,27000,0
10007851,Professional  Culinary  Management,BA,20000,96
10007851,Professional  Culinary  Management,BA,30000,0
10007851,Professional  Culinary  Management  with  Placement  Year,BA,20000,121
10007851,Professional  Development  (Health  and  Social  Care),FdSc,24000,0
10007851,Property  Development  and  Business  Management,BA/BSc,32000,0
10007851,Property  Development  and  Human  Resource  Management,BA/BSc,32000,0
10007851,Property  Development  and  Marketing,BA/BSc,30000,0
10007851,Property  Development  and  Popular  Music  Production,BA/BSc,33000,0
10007851,Psychology,BSc,23000,0
10007851,Psychology,BSc,17000,97.304344
10007851,Psychology  (Online  Delivery),BSc,23000,0
10007851,Psychology  and  Environmental  Hazards,BSc,23000,0
10007851,Psychology  and  Property  Development,BSc,23000,0
10007851,Psychology  and  Publishing,BA/BSc,23000,0
10007851,Psychology  and  Social  Policy,BA/BSc,23000,0
10007851,Psychology  and  Sociology,BA/BSc,23000,0
10007851,Psychology  and  Theatre  Studies,BA/BSc,23000,0
10007851,Psychology  with  Foundation  Year,BSc,17000,80
10007851,Quantity  Surveying  and  Commercial  Management,BSc,21000,83.75
10007851,Sociology,BA,20000,86
10007851,Sociology  with  Foundation  Year,BA,20000,93.333336
10007851,Sound  Light  and  Live  Event  Technology,BSc,26000,112
10007851,Sound  Light  and  Live  Event  Technology,BSc,30000,0
10007851,Sound  Light  and  Live  Event  Technology  with  Industrial  Year,BSc,26000,96
10007851,Special  Educational  Needs  &  Disability  with  Foundation  Year,BA,16000,105.70588
10007851,Special  Educational  Needs  and  Disability,BA,16000,105.70588
10007851,Special  Educational  Needs  and  Disability,BA,21000,0
10007851,Sport  &  Exercise  Science  with  Foundation  Year,BSc,17000,109.57143
10007851,Sport  &  Exercise  Studies  and  Business  Management,BA,32000,0
10007851,Sport  &  Exercise  Studies  and  Education  Studies,BA,21000,0
10007851,Sport  &  Exercise  Studies  and  Human  Resource  Management,BA,32000,0
10007851,Sport  &  Exercise  Studies  and  Marketing,BA,30000,0
10007851,Sport  &  Exercise  Studies  and  Psychology,BA/BSc,23000,0
10007851,Sport  and  Education,BA,17000,109.57143
10007851,Sport  and  Education  with  Foundation  Year,BA,17000,109.57143
10007851,Sport  and  Exercise  Science,BSc,17000,103.5
10007851,Sport  Coaching  and  Development,BA,17000,109.57143
10007851,Sport  Management,BA,20000,115
10007851,Sport  Management  with  Foundation  Year,BA,20000,121
10007851,Sport  Therapy  and  Rehabilitation,BSc,17000,109.57143
10007851,Sport  Therapy  and  Rehabilitation  with  Foundation  Year,BSc,17000,109.57143
10007851,Strength  Conditioning  and  Rehabilitation,BSc,17000,109.57143
10007851,Strength  Conditioning  and  Rehabilitation  with  Foundation  Year,BSc,17000,109.57143
10007851,Technical  Theatre,BA,16000,122
10007851,Textile  Design,BA,18000,128
10007851,Visual  Effects  and  Post-Production,BA,16000,115.91304
10007851,Wellness  Management,BSc,20000,121
10007851,Wellness  Management,BSc,30000,0
10007851,Working  with  Young  People  and  Communities,BA,24000,112
10007851,Zoology,BSc,18000,108.5
10007851,Zoology  and  Education  Studies,BA/BSc,21000,0
10007851,Zoology  and  Psychology,BSc,23000,0
10007851,Zoology  with  Foundation  Year,BSc,18000,106
10007852,Accountancy  (Hons),BAcc,20000,170
10007852,Animation,BDes,17000,167.5
10007852,Applied  Computing,BSc,23000,165
10007852,Applied  Computing:  Human  Computer  Interaction,BSc,23000,165
10007852,Arts  and  Social  Sciences,MA,21000,162.36842
10007852,Biochemistry,BSc,19000,139.25
10007852,Biological  Chemistry  and  Drug  Discovery,BSc,19000,179.75
10007852,Biological  Chemistry  and  Drug  Discovery  (with  a  year  in  industry),BSc,19000,176
10007852,Biological  Sciences,BSc,19000,202
10007852,Biological  Sciences  (with  a  year  in  industry),BSc,19000,202
10007852,Biomedical  Engineering,BEng,25000,161
10007852,Biomedical  Sciences,BSc,22000,190.28572
10007852,Biomedical  Sciences  (with  a  year  in  industry),BSc,22000,190.28572
10007852,Business  Management,BSc,19000,160
10007852,Business  Management  (Accounting  and  Finance),BSc,19000,151.5
10007852,Civil  Engineering,BEng,25000,167.5
10007852,Civil  Engineering,MEng,25000,167.5
10007852,Community  Learning  and  Development,BA,21000,150
10007852,Computing  Science,BSc,23000,160
10007852,Dentistry,BDS,30000,226.14285
10007852,Digital  Interaction  Design,BSc,18000,131.75
10007852,Economics,MA,23000,114.14286
10007852,Economics,BSc,23000,112
10007852,Education,MA,22000,186
10007852,Electronic  Engineering,BEng,25000,161
10007852,English,MA,18000,122
10007852,English  and  Film  Studies,MA,18000,128
10007852,English/NI  Law,LLB,19000,112
10007852,English/NI  Law  (2  Year  Accelerated),LLB,19000,173.125
10007852,Environmental  Science,BSc,19000,156.5
10007852,European  Politics,MA,19000,160
10007852,European  Studies,MA,18000,170
10007852,European  Studies  and  European  Languages  and  Culture,MA,18000,170
10007852,European  Studies  with  French,MA,18000,170
10007852,European  Studies  with  German,MA,18000,170
10007852,European  Studies  with  Spanish,MA,18000,170
10007852,Finance,BFin,20000,151.5
10007852,Financial  Economics,BSc,23000,112
10007852,Financial  Economics,MA,23000,112
10007852,Geography,BSc,19000,128
10007852,Geography,MA,19000,151.5
10007852,Geography  and  Environmental  Science,BSc,19000,154
10007852,Geopolitics,MA,19000,160
10007852,Graphic  Design,BDes,18000,161.25
10007852,History  and  Politics,MA,18000,149
10007852,Illustration,BDes,18000,161.25
10007852,Interior  &  Environmental  Design,BDes,18000,161.25
10007852,International  Business,BSc,19000,124
10007852,International  Business,MA,19000,151.5
10007852,International  Business  and  Environmental  Sustainability,MA,19000,151.5
10007852,International  Business  with  E-Commerce,BSc,19000,151.5
10007852,International  Business  with  Marketing,BSc,19000,151.5
10007852,International  Finance,BFin,20000,151.5
10007852,International  Relations  and  Politics,MA,19000,167.5
10007852,Jewellery  and  Metal  Design,BDes,18000,161.25
10007852,Law  (Eng/NI)  with  Oil  and  Gas  Law,LLB,19000,173.125
10007852,Law  (Scots  &  English  Dual  Qualifying)  with  Oil  and  Gas  Law,LLB,19000,173.125
10007852,Law  (Scots  and  English/NI)  Dual  Qualifying,LLB,19000,183.5
10007852,Law  (Scots)  with  Oil  and  Gas  Law,LLB,19000,173.125
10007852,Mathematical  Biology,BSc,24000,128
10007852,Mathematical  Biology,MSci,24000,128
10007852,Mathematics,MMath,24000,128
10007852,Mathematics,BSc,24000,119.5
10007852,Mechanical  Engineering,BEng,25000,160.88235
10007852,Medicine,MBChB,30000,234.43478
10007852,Microbiology,BSc,19000,180.28572
10007852,Molecular  Biology,BSc,19000,202
10007852,Neuroscience,BSc,19000,208
10007852,Nursing  (Adult)  (Fife),BSc,22000,109.57143
10007852,Nursing  (Adult)  (Tayside),BSc,22000,109.57143
10007852,Nursing  (Child),BSc,22000,122
10007852,Nursing  (Mental  Health),BSc,22000,108
10007852,Oral  Health  Sciences,BSc,30000,232.47826
10007852,Pharmacology,BSc,22000,215.5
10007852,Physiological  Sciences,BSc,22000,227.75
10007852,Politics,MA,19000,171.25
10007852,Product  Design,BSc,18000,151.5
10007852,Psychology,BSc,17000,131.75
10007852,Psychology,MA,17000,167.5
10007852,Psychology  with  German,BSc,17000,147.46153
10007852,Scots  Law,LLB,19000,170
10007852,Scots  Law  (2  Year  Accelerated),LLB,19000,173.125
10007852,Social  Work,BA,30000,149
10007852,Textile  Design,BDes,18000,161.25
10007143,Accounting  and  Finance,BA,21000,170.83333
10007143,Accounting  and  Finance,BA,21000,170.58824
10007143,Accounting  and  Management,BA,21000,173.23529
10007143,Ancient  History,BA,20000,160
10007143,Anthropology,BSc,19000,163.75
10007143,Anthropology,BSc,19000,172.27272
10007143,Anthropology,BA,19000,172.27272
10007143,Anthropology,BA,19000,181
10007143,Archaeology,BSc,19000,176
10007143,Archaeology,BA,19000,172
10007143,Archaeology,BSc,19000,160
10007143,Archaeology,BA,19000,160
10007143,Archaeology  and  Ancient  Civilisations,BA,19000,168.57143
10007143,Biological  Sciences,BSc,19000,198.92308
10007143,Biological  Sciences,BSc,19000,202
10007143,Biomedical  Sciences,BSc,22000,199.05882
10007143,Biosciences,MBiol,19000,210.14285
10007143,Business  and  Management,BA,22000,160
10007143,Chemistry,BSc,22000,220.5
10007143,Chemistry,MChem,22000,208
10007143,Chemistry,BSc,22000,218
10007143,Chemistry  (Industrial  Route),MChem,22000,217
10007143,Chemistry  (International  Route),MChem,22000,215.5
10007143,Chinese  Studies,BA,19000,176
10007143,Chinese  Studies,BA,19000,199.5
10007143,Classical  Civilisation,BA,20000,189.5
10007143,Classics,BA,20000,189.5
10007143,Classics,BA,20000,195.75
10007143,Combined  Social  Sciences,BA,24000,217.70589
10007143,Computer  Science,BSc,25000,192
10007143,Computer  Science,MEng,25000,219.25
10007143,Computer  Science,BSc,25000,198
10007143,Criminology,BA,19000,169
10007143,Criminology,BA,19000,172.27272
10007143,Earth  Sciences,MSci,20000,186
10007143,Economics,BA,27000,192
10007143,Economics,BA,27000,192
10007143,Education  Studies  -  English  Studies,BA,19000,197
10007143,Education  Studies  -  Geography,BA,20000,176
10007143,Education  Studies  -  History,BA,20000,215.5
10007143,Education  Studies  -  Psychology,BA,18000,179
10007143,English,BA,19000,212.77272
10007143,English  Literature,BA,19000,213.86957
10007143,Environmental  Geoscience,BSc,20000,180.28572
10007143,Finance,BSc,22000,170
10007143,General  Engineering,BEng,27000,208
10007143,General  Engineering,MEng,27000,208
10007143,General  Engineering,BEng,27000,199.5
10007143,Geography,BSc,20000,193.15384
10007143,Geography,BA,21000,194.72728
10007143,Geography,BSc,20000,194.5
10007143,Geography,BA,21000,197.25
10007143,Geology,BSc,20000,181
10007143,Geology,BSc,20000,183.14285
10007143,Geophysics  with  Geology,BSc,20000,144
10007143,Geoscience,BSc,20000,183.14285
10007143,Health  and  Human  Sciences,BSc,19000,155.53847
10007143,Health  and  Human  Sciences,BSc,19000,172.27272
10007143,History,BA,20000,216
10007143,History,BA,20000,215
10007143,International  Relations,BA,21000,185
10007143,Japanese  Studies,BA,19000,176
10007143,Japanese  Studies,BA,19000,176
10007143,Law,LLB,19000,210.30769
10007143,Mathematics,MMath,24000,215.10527
10007143,Mathematics,BSc,24000,217.47368
10007143,Mathematics,BSc,24000,219.66667
10007143,Modern  Languages  and  Culture,BA,23000,199.05882
10007143,Music,BA,18000,215.5
10007143,Music,BA,18000,213
10007143,Natural  Sciences,BSc,24000,226.64706
10007143,Natural  Sciences,MSci,29000,233.47368
10007143,Philosophy,BA,20000,203.25
10007143,Philosophy,BA,20000,202.26315
10007143,Philosophy  Politics  and  Economics,BA,25000,213
10007143,Physics,BSc,25000,213
10007143,Physics,MPhys,25000,220.63158
10007143,Physics,BSc,25000,222.21053
10007143,Physics  and  Astronomy,MPhys,25000,224
10007143,Politics,BA,21000,187.25
10007143,Politics,BA,21000,188.5
10007143,Primary  Education,BA,22000,166
10007143,Psychology,BSc,18000,187.53847
10007143,Psychology,BSc,18000,199.82608
10007143,Sociology,BA,18000,170
10007143,Sociology,BA,18000,160
10007143,Software  Development  for  Business,BSc,25000,192
10007143,Sport  Exercise  and  Physical  Activity,BA,17000,165.79546
10007143,Sport  Exercise  and  Physical  Activity,BA,17000,165.79546
10007143,Theology  &  Religion,BA,20000,185
10007143,Theology  and  Religion,BA,20000,185
10007143,Theoretical  Physics,MPhys,25000,227.75
10007789, "Archaeology  Anthropology  and  Art  History ",BA,19000,152.4375
10007789,Accounting  and  Finance,BSc,22000,147.87097
10007789,Accounting  and  Finance  with  a  Year  Abroad,BSc,22000,148
10007789,Actuarial  Sciences,BSc,22000,162.14285
10007789,Actuarial  Sciences  with  a  Year  in  Industry,BSc,22000,162.14285
10007789,Adult  Nursing,BSc,22000,151.5
10007789,American  History,BA,19000,140.5
10007789,American  Studies,BA,20000,115
10007789,American  Studies,BA,20000,150.42857
10007789,American  Studies,BA,20000,149
10007789,Applied  Computing  Science,BSc,24000,96
10007789,Archaeology  Anthropology  and  Art  History,BA,19000,152.4375
10007789,Biochemistry,MSci,19000,154
10007789,Biochemistry,BSc,19000,154
10007789,Biochemistry  (with  a  Year  in  industry),BSc,19000,154
10007789,Biochemistry  with  a  Year  Abroad,MSci,19000,128
10007789,Biological  Sciences,MSci,19000,128
10007789,Biological  Sciences,BSc,19000,115.75
10007789,Biological  Sciences,BSc,19000,150.42857
10007789,Biological  Sciences,BSc,19000,149
10007789,Biological  Sciences  with  a  Year  in  Industry,BSc,19000,181
10007789,Biomedicine,BSc,20000,149
10007789,Business  Economics,BA,26000,147.33333
10007789,Business  Economics  with  a  Year  Abroad,BSc,26000,147.33333
10007789,Business  Management,BSc,23000,146.60869
10007789,Business  Management  with  a  Year  Abroad,BSc,23000,148.28572
10007789,Chemical  Physics,MChem,23000,133.76923
10007789,Chemical  Physics  with  a  Year  in  Industry,MChem,23000,133.76923
10007789,Chemistry,MChem,23000,133.76923
10007789,Chemistry,BSc,23000,101.625
10007789,Chemistry,BSc,23000,125.33334
10007789,Chemistry  with  a  Year  Abroad,MChem,23000,133.76923
10007789,Chemistry  with  a  Year  in  Industry,MChem,23000,169.375
10007789,Children's  Nursing,BSc,22000,164.5
10007789,Climate  Change,MSci,20000,146.36842
10007789,Climate  Change,BSc,20000,146.36842
10007789,Climate  Change  with  a  Year  in  Industry,BSc,20000,146.36842
10007789,Cognitive  Psychology,BSc,18000,150.42857
10007789,Cognitive  Psychology,BSc,18000,150.42857
10007789,Cognitive  Psychology  with  Placement  Year,BSc,18000,150.42857
10007789,Computer  Graphics  Imaging  and  Multimedia,BSc,24000,137.375
10007789,Computer  Graphics  Imaging  and  Multimedia  with  a  Year  in  Industry,BSc,24000,137.375
10007789,Computing  Science,BSc,24000,141.125
10007789,Computing  Science  with  a  Year  in  Industry,BSc,24000,150
10007789,Developmental  Psychology,BSc,18000,150.42857
10007789,Developmental  Psychology,BSc,18000,150.42857
10007789,Developmental  Psychology  with  Placement  Year,BSc,18000,150.42857
10007789,Drama,BA,18000,176
10007789,Ecology,BSc,19000,128
10007789,Ecology,BSc,19000,148.28572
10007789,Economics,BSc,26000,147.33333
10007789,Economics  with  a  Year  Abroad,BSc,26000,147.33333
10007789,Education  with  a  Year  Abroad,BA,16000,128
10007789,Educational  Studies,BA,16000,128
10007789,Energy  Engineering  with  Environmental  Management,BEng,20000,129.875
10007789,English  Literature,BA,19000,118.42857
10007789,English  Literature,BA,19000,161.73077
10007789,English  Literature  with  Creative  Writing,BA,18000,182
10007789,Environmental  Sciences,BSc,18000,121
10007789,Environmental  Sciences,BSc,20000,128
10007789,Environmental  Sciences,MSci,20000,146.36842
10007789,Environmental  Sciences  with  a  Year  Abroad,MSci,20000,146.36842
10007789,Environmental  Sciences  with  a  Year  in  Industry,BSc,20000,151.5
10007789,Film  and  Television  Studies,BA,18000,114.14286
10007789,Film  and  Television  Studies,BA,18000,153.5
10007789,Geography,BA,20000,150.5
10007789,Geography,BSc,20000,150.5
10007789,Geography  and  International  Development,BA,20000,154
10007789,Geography  and  International  Development  with  a  Year  Abroad,BA,20000,150.5
10007789,Geography  and  International  Development  with  Overseas  Experience,BA,20000,149
10007789,Geography  with  a  Year  in  Industry,BSc,20000,146.36842
10007789,Geography  with  a  Year  in  Industry,BA,20000,150.5
10007789,Geophysics,MSci,20000,138.71428
10007789,Geophysics,BSc,20000,138.71428
10007789,Geophysics  with  a  Year  Abroad,MSci,20000,138.71428
10007789,Geophysics  with  a  Year  in  Industry,BSc,20000,138.71428
10007789,History,BA,19000,119.5
10007789,History,BA,19000,163.57143
10007789,History  and  History  Of  Art,BA,19000,152.4375
10007789,History  of  Art,BA,19000,152.4375
10007789,History  Of  Art,BA,19000,156.85715
10007789,History  Of  Art,BA,19000,152.4375
10007789,History  Of  Art  and  Literature,BA,19000,152.4375
10007789,History  Of  Art  with  Gallery  and  Museum  Studies,BA,19000,152.4375
10007789,International  Development  with  Politics,BA,20000,149.86957
10007789,International  Development  with  Politics,BA,20000,149.86957
10007789,International  Development  with  Politics  with  Overseas  Experience,BA,20000,149.86957
10007789,International  Relations,BA,20000,146.14285
10007789,International  Relations  and  Politics,BA,20000,151.5
10007789,Law,LLB,20000,155.42857
10007789,Law  with  American  Law,LLB,20000,172
10007789,Law  with  European  Legal  Systems,LLB,20000,144
10007789,Learning  Disabilities  Nursing,BSc,22000,154
10007789,Marketing  and  Management,BSc,21000,151.5
10007789,Master  Of    Computing  in  Computing  Science,MComp,24000,137.375
10007789,Master  Of  Computing  in  Computing  Science,MComp,24000,137.375
10007789,Master  Of  Mathematics,MMath,25000,153
10007789,Mathematics,BSc,25000,128
10007789,Mathematics,MMath,25000,141.63637
10007789,Mathematics  with  a  Foundation  Year,BSc,25000,141.63637
10007789,Mathematics  with  a  Year  in  Industry,BSc,25000,141.63637
10007789,Media  Studies,BA,18000,153.5
10007789,Medicine,MBBS,30000,193.57895
10007789,Medicine,MBBS,30000,163.75
10007789,Mental  Health  Nursing,BSc,22000,162.14285
10007789,Meteorology  and  Oceanography,MSci,21000,138.22728
10007789,Midwifery,BSc,22000,171.25
10007789,Modern  History,BA,19000,144
10007789,Modern  Language,BA,19000,144
10007789,Modern  Languages,BA,19000,150.42857
10007789,Modern  Languages,BA,19000,152.57143
10007789,Natural  Sciences,BSc,18000,144
10007789,Natural  Sciences,BSc,18000,151.5
10007789,Natural  Sciences,MNatSci,18000,151.5
10007789,Natural  Sciences  with  a  Year  in  Industry,BSc,18000,151.5
10007789,Occupational  Therapy,BSc,22000,152.57143
10007789,Paramedic  Science,BSc,22000,144
10007789,Pharmacology  and  Drug  Discovery,BSc,19000,145.36363
10007789,Pharmacology  and  Drug  Discovery,BSc,19000,145.36363
10007789,Pharmacy,BSc,19000,147
10007789,Philosophy,BA,20000,117
10007789,Philosophy,BA,20000,153
10007789,Physical  Education,BA,18000,167.5
10007789,Physics,BSc,21000,138.22728
10007789,Physics,BSc,21000,138.22728
10007789,Physics,MPhys,21000,138.22728
10007789,Physiotherapy,BSc,22000,167.5
10007789,Politics,BA,20000,96
10007789,Politics,BA,20000,151.5
10007789,Psychology,BSc,18000,140.85715
10007789,Psychology,BSc,18000,150.81818
10007789,Psychology  with  Placement  Year,BSc,18000,150.42857
10007789,Social  Psychology,BSc,18000,150.42857
10007789,Social  Psychology,BSc,18000,150.42857
10007789,Social  Psychology  with  Placement  Year,BSc,18000,150.42857
10007789,Social  Work,BA,26000,154
10007789,Speech  and  Language  Therapy,BSc,22000,172
10007144,Accounting  and  Finance,BA,24000,80
10007144,Accounting  and  Finance,BA,27000,0
10007144,Accounting  and  Finance,MAcc,27000,0
10007144,Accounting  and  Finance,MAcc,24000,80
10007144,Adult  Nursing,BSc,30000,0
10007144,Adult  Nursing,BSc,23000,96
10007144,Advertising,BA,27000,0
10007144,Advertising,BA,21000,114.5
10007144,Animation,BA,25000,0
10007144,Biochemistry,BSc,24000,0
10007144,Biochemistry,BSc,20000,106
10007144,Biomedical  Science,BSc,29000,0
10007144,Biomedical  Science,BSc,23000,105
10007144,Business  Management,BA,28000,0
10007144,Business  Management,BA,24000,80
10007144,Business  Management  (Human  Resource  Management),BA,28000,0
10007144,Business  Management  (Human  Resource  Management),BA,24000,115
10007144,Business  Management  (Marketing),BA,28000,0
10007144,Business  Management  (Marketing),BA,24000,128
10007144,Business  Psychology,BSc,26000,0
10007144,Business  Psychology,BSc,20000,96.833336
10007144,Business  Psychology  (Distance  Learning),BSc,26000,0
10007144,Business  Psychology  (Distance  Learning),BSc,20000,96.833336
10007144,Child  Psychology,BSc,20000,103.5
10007144,Child  Psychology,BSc,26000,0
10007144,Civil  Engineering,BEng,26000,96
10007144,Civil  Engineering,MEng,26000,96
10007144,Civil  Engineering,BEng,36000,0
10007144,Civil  Engineering,BSc,26000,80
10007144,Civil  Engineering,BSc,36000,0
10007144,Civil  Engineering,MEng,36000,0
10007144,Clinical  and  Community  Psychology,BSc,20000,96.833336
10007144,Clinical  and  Community  Psychology,BSc,26000,0
10007144,Computer  Game  Development,BSc,19000,102.66666
10007144,Computer  Games  Design:  Story  Development,BA,19000,92.85714
10007144,Computer  Science,BSc,26000,0
10007144,Computer  Science,BSc,26000,117
10007144,Computing  for  Business,BSc,26000,0
10007144,Computing  for  Business,BSc,26000,101
10007144,Counselling,BSc,20000,96.833336
10007144,Creative  and  Professional  Writing,BA,18000,92.85714
10007144,Criminology  and  Criminal  Justice,BA,30000,0
10007144,Criminology  and  Criminal  Justice,BA,21000,103.5
10007144,Criminology  and  Law,BA,21000,99
10007144,Criminology  and  Law,BA,30000,0
10007144,Dance:  Urban  Practice,BA,18000,154
10007144,Drama  Applied  Theatre  and  Performance,BA,18000,114.5
10007144,Early  Childhood  and  Special  Education,BA,19000,113.875
10007144,Early  Childhood  and  Special  Education,BA,22000,0
10007144,Early  Childhood  and  Special  Education  (Online  Learning),BA,22000,0
10007144,Early  Childhood  and  Special  Education  (Online  Learning),BA,19000,113.875
10007144,Early  Childhood  Studies,BA,19000,125.125
10007144,Early  Childhood  Studies,BA,22000,0
10007144,Early  Childhood  Studies  by  online  learning,BA,22000,0
10007144,Early  Childhood  Studies  by  online  learning,BA,19000,113.875
10007144,Early  Childhood  with  CACHE  Level  3,BA,22000,0
10007144,Early  Childhood  with  CACHE  Level  3,BA,19000,113.875
10007144,Early  Childhood  with  Education  and  QTS,BA,19000,113.875
10007144,Economics,BSc,24000,87.5
10007144,Economics  Politics  and  Policy,BA,24000,64
10007144,Education  Studies,BA,22000,0
10007144,Education  Studies,BA,19000,115.1579
10007144,Education  Studies  Online,BA,22000,0
10007144,Education  Studies  Online,BA,19000,113.875
10007144,Engineering  Design,BEng,40000,0
10007144,Engineering  Design,BEng,26000,59.666668
10007144,Engineering  Management,BEng,40000,0
10007144,Engineering  Management,BEng,26000,59.666668
10007144,English  Literature,BA,19000,99
10007144,Events  Management,BA,27000,0
10007144,Events  Management,BA,20000,108.5
10007144,Fashion  Design,BA,25000,0
10007144,Fashion  Design,BA,19000,103.5
10007144,Fashion  Marketing,BA,19000,80
10007144,Fashion  Textiles,BA,25000,0
10007144,Fashion  Textiles,BA,19000,108
10007144,Film,BA,19000,101
10007144,Fine  Art,BA,25000,0
10007144,Fine  Art,BA,18000,96
10007144,Forensic  Psychology,BSc,20000,103.5
10007144,Forensic  Psychology,BSc,26000,0
10007144,General  Engineering,BEng,40000,0
10007144,General  Engineering,BEng,26000,59.666668
10007144,Graphic  Design,BA,19000,119.5
10007144,Graphic  Design,BA,25000,0
10007144,Hospitality  Management,BA,27000,0
10007144,Hospitality  Management,BA,20000,108.5
10007144,Illustration,BA,25000,0
10007144,Illustration,BA,19000,103.5
10007144,International  Development,BA,24000,64
10007144,International  Development  with  NGO  Management,BA,24000,64
10007144,International  Relations,BA,24000,64
10007144,Journalism,BA,18000,87.5
10007144,Law,LLB,30000,0
10007144,Law,LLB,21000,93.333336
10007144,Law  with  Criminology,LLB,21000,99
10007144,Law  with  Criminology,LLB,30000,0
10007144,Law  with  International  Relations,LLB,21000,99
10007144,Law  with  International  Relations,LLB,30000,0
10007144,Mechanical  Engineering,MEng,40000,0
10007144,Mechanical  Engineering,BEng,40000,0
10007144,Mechanical  Engineering,MEng,26000,96
10007144,Mechanical  Engineering,BEng,26000,108
10007144,Medical  Physiology,BSc,30000,0
10007144,Medical  Physiology,BSc,22000,149
10007144,Music  Performance  and  Production,BA,18000,97.666664
10007144,Music  Technology  and  Production,BSc,18000,103.5
10007144,Performing  Arts,BA,18000,114.5
10007144,Pharmaceutical  Science,BSc,21000,105
10007144,Pharmaceutical  Science,BSc,30000,0
10007144,Pharmacology,BSc,21000,96
10007144,Pharmacology,BSc,30000,0
10007144,Photography,BA,18000,119.5
10007144,Physiotherapy,BSc,22000,123.66666
10007144,Podiatry,BSc,27000,0
10007144,Podiatry,BSc,26000,112
10007144,Policing,BA,28000,0
10007144,Policing,BA,24000,115
10007144,Product  Design,BSc,19000,98.14286
10007144,Psychology,BSc,26000,0
10007144,Psychology,BSc,20000,100.41177
10007144,Psychology  by  distance  learning,BSc,20000,96.833336
10007144,Psychology  by  distance  learning,BSc,26000,0
10007144,Psychosocial  Theory  &  Practice,BA,26000,0
10007144,Psychosocial  Theory  &  Practice,BA,20000,96.833336
10007144,Public  Health,BSc,29000,0
10007144,Public  Health,BSc,23000,108.14286
10007144,Public  Health  and  Health  Promotion,BSc,23000,115.75
10007144,Public  Health  and  Health  Promotion,BSc,29000,0
10007144,Social  and  Community  Work,BA,28000,128
10007144,Social  Work,BA,28000,128
10007144,Sociology,BA,20000,107.25
10007144,Sociology  with  Criminology,BA,30000,0
10007144,Special  Education,BA,19000,119.5
10007144,Special  Education,BA,22000,0
